#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 01 23 09 30  MM  7.0  8.0    MM    MM    MM  MM 1029.5    MM   5.0    MM   MM   MM    MM
2024 01 23 09 20  MM  6.0  9.0   0.9     5   4.2 174 1029.5    MM   5.0    MM   MM   MM    MM
2024 01 23 09 10  MM  5.0  6.0   0.9    MM   4.2 174 1029.7    MM   5.0    MM   MM   MM    MM
2024 01 23 09 00  MM  6.0  7.0    MM    MM    MM  MM 1029.7    MM   5.0    MM   MM -0.6    MM
2024 01 23 08 50  MM  6.0  7.0   1.0     5   4.2 174 1029.6    MM   5.0    MM   MM   MM    MM
2024 01 23 08 40  MM  6.0  7.0   1.0    MM   4.2 174 1029.4    MM   5.1    MM   MM   MM    MM
2024 01 23 08 30  MM  6.0  7.0    MM    MM    MM  MM 1029.5    MM   5.1    MM   MM   MM    MM
2024 01 23 08 20  MM  6.0  8.0   0.9     6   4.1 170 1029.7    MM   5.1    MM   MM   MM    MM
2024 01 23 08 10  MM  6.0  8.0   0.9    MM   4.1 170 1029.8    MM   5.1    MM   MM   MM    MM
2024 01 23 08 00  MM  6.0  7.0    MM    MM    MM  MM 1029.8    MM   5.2    MM   MM -0.7    MM
2024 01 23 07 50  MM  6.0  7.0   0.9     5   4.0 177 1030.1    MM    MM    MM   MM   MM    MM
2024 01 23 07 40  MM  5.0  6.0    MM    MM    MM  MM 1030.1    MM   5.3    MM   MM   MM    MM
2024 01 23 07 30  MM  6.0  7.0    MM    MM    MM  MM 1030.1    MM   5.3    MM   MM   MM    MM
2024 01 23 07 20  MM  7.0  8.0   1.0     5   4.0 176 1030.2    MM   5.3    MM   MM   MM    MM
2024 01 23 07 10  MM  7.0  8.0   1.0    MM   4.0 176 1030.2    MM   5.3    MM   MM   MM    MM
2024 01 23 07 00  MM  7.0  8.0    MM    MM    MM  MM 1030.1    MM   5.3    MM   MM -1.0    MM
2024 01 23 06 50  MM  7.0  9.0   1.0     5   3.9 183 1029.9    MM   5.3    MM   MM   MM    MM
2024 01 23 06 40  MM  8.0  9.0    MM    MM    MM  MM 1030.0    MM   5.3    MM   MM   MM    MM
2024 01 23 06 30  MM  8.0  9.0    MM    MM    MM  MM 1029.8    MM   5.3    MM   MM   MM    MM
2024 01 23 06 20  MM  8.0 10.0   1.0     5   3.8 164 1030.0    MM   5.4    MM   MM   MM    MM
2024 01 23 06 10  MM  9.0 11.0   1.0    MM   3.8 164 1030.1    MM   5.3    MM   MM   MM    MM
2024 01 23 06 00  MM  9.0 10.0    MM    MM    MM  MM 1030.3    MM   5.3    MM   MM -0.8    MM
2024 01 23 05 50  MM  9.0 11.0   1.0     5   3.8 176 1030.3    MM   5.3    MM   MM   MM    MM
2024 01 23 05 40  MM  9.0 11.0    MM    MM    MM  MM 1030.3    MM   5.6    MM   MM   MM    MM
2024 01 23 05 30  MM 10.0 11.0    MM    MM    MM  MM 1030.4    MM   5.5    MM   MM   MM    MM
2024 01 23 05 20  MM 10.0 12.0   1.1     5   3.9 180 1030.3    MM   5.8    MM   MM   MM    MM
2024 01 23 05 10  MM 10.0 12.0   1.1    MM   3.9 180 1030.3    MM   5.7    MM   MM   MM    MM
2024 01 23 05 00  MM 10.0 12.0    MM    MM    MM  MM 1030.5    MM   5.7    MM   MM -0.6    MM
2024 01 23 04 50  MM 10.0 12.0   1.1     5   3.8 182 1030.4    MM   5.7    MM   MM   MM    MM
2024 01 23 04 40  MM  9.0 11.0    MM    MM    MM  MM 1030.6    MM   5.7    MM   MM   MM    MM
2024 01 23 04 30  MM  9.0 11.0    MM    MM    MM  MM 1030.9    MM   5.7    MM   MM   MM    MM
2024 01 23 04 20  MM 10.0 12.0   1.0     5   3.9 191 1031.4    MM   5.7    MM   MM   MM    MM
2024 01 23 04 10  MM 10.0 12.0   1.0    MM   3.9 191 1030.9    MM   5.7    MM   MM   MM    MM
2024 01 23 04 00  MM  9.0 11.0    MM    MM    MM  MM 1031.1    MM   5.6    MM   MM -0.4    MM
2024 01 23 03 50  MM  9.0 13.0   1.0     5   3.8 173 1030.9    MM   5.6    MM   MM   MM    MM
2024 01 23 03 40  MM 10.0 12.0   1.0    MM   3.8 173 1031.1    MM   5.5    MM   MM   MM    MM
2024 01 23 03 30  MM 10.0 12.0    MM    MM    MM  MM 1031.1    MM   5.5    MM   MM   MM    MM
2024 01 23 03 20  MM  9.0 12.0   1.0     5   3.8 186 1031.3    MM   5.5    MM   MM   MM    MM
2024 01 23 03 10  MM  9.0 11.0   1.0    MM   3.8 186 1031.2    MM   5.5    MM   MM   MM    MM
2024 01 23 03 00  MM  9.0 11.0    MM    MM    MM  MM 1031.1    MM   5.5    MM   MM -0.4    MM
2024 01 23 02 50  MM 10.0 13.0   0.9     4   3.7 189 1031.0    MM   5.5    MM   MM   MM    MM
2024 01 23 02 40  MM 10.0 12.0   0.9    MM   3.7 189 1031.1    MM   5.5    MM   MM   MM    MM
2024 01 23 02 30  MM 10.0 12.0    MM    MM    MM  MM 1031.0    MM   5.5    MM   MM   MM    MM
2024 01 23 02 20  MM 10.0 12.0   0.9     4   3.7 185 1031.1    MM   5.5    MM   MM   MM    MM
2024 01 23 02 10  MM 10.0 12.0   0.9    MM   3.7 185 1031.2    MM   5.5    MM   MM   MM    MM
2024 01 23 02 00  MM 10.0 13.0    MM    MM    MM  MM 1031.1    MM   5.5    MM   MM +0.0    MM
2024 01 23 01 50  MM 10.0 12.0   0.8     5   3.6 169 1031.1    MM   5.6    MM   MM   MM    MM
2024 01 23 01 40  MM 10.0 12.0    MM    MM    MM  MM 1031.2    MM   5.6    MM   MM   MM    MM
2024 01 23 01 30  MM 10.0 13.0    MM    MM    MM  MM 1031.4    MM   5.6    MM   MM   MM    MM
2024 01 23 01 20  MM 11.0 13.0   0.7     4   3.6 169 1031.1    MM   5.5    MM   MM   MM    MM
2024 01 23 01 10  MM 11.0 12.0    MM    MM    MM  MM 1031.5    MM   5.5    MM   MM   MM    MM
2024 01 23 01 00  MM  9.0 12.0    MM    MM    MM  MM 1031.5    MM   5.4    MM   MM +0.4    MM
2024 01 23 00 50  MM  9.0 10.0   0.7     4   3.5 163 1031.4    MM   5.4    MM   MM   MM    MM
2024 01 23 00 40  MM  9.0 12.0   0.7    MM   3.5 163 1031.3    MM   5.3    MM   MM   MM    MM
2024 01 23 00 30  MM 10.0 11.0    MM    MM    MM  MM 1031.4    MM   5.2    MM   MM   MM    MM
2024 01 23 00 20  MM  9.0 11.0   0.6     4   3.6 187 1031.5    MM   5.2    MM   MM   MM    MM
2024 01 23 00 10  MM  8.0 10.0   0.6    MM   3.6 187 1031.5    MM   5.2    MM   MM   MM    MM
2024 01 23 00 00  MM  7.0  9.0    MM    MM    MM  MM 1031.5    MM   5.2    MM   MM +0.3    MM
2024 01 22 23 50  MM  7.0  9.0   0.6     4   3.4 167 1031.3    MM   5.3    MM   MM   MM    MM
2024 01 22 23 40  MM  7.0  8.0    MM    MM    MM  MM 1031.2    MM   5.3    MM   MM   MM    MM
2024 01 22 23 30  MM  7.0  9.0    MM    MM    MM  MM 1031.1    MM   5.4    MM   MM   MM    MM
2024 01 22 23 20  MM  8.0 10.0   0.6     4   3.3 199 1031.2    MM   5.4    MM   MM   MM    MM
2024 01 22 23 10  MM  7.0  9.0   0.6    MM   3.3 199 1031.1    MM   6.2    MM   MM   MM    MM
2024 01 22 23 00  MM  9.0 11.0    MM    MM    MM  MM 1031.2    MM   6.2    MM   MM +0.0    MM
2024 01 22 22 50  MM  8.0 10.0   0.5     4   3.2 203 1031.3    MM   6.2    MM   MM   MM    MM
2024 01 22 22 40  MM  8.0 10.0   0.5    MM   3.2 203 1031.1    MM   6.2    MM   MM   MM    MM
2024 01 22 22 30  MM  8.0 10.0    MM    MM    MM  MM 1031.4    MM   6.2    MM   MM   MM    MM
2024 01 22 22 20  MM  7.0  9.0   0.5     3   3.2 212 1031.0    MM   6.2    MM   MM   MM    MM
2024 01 22 22 10  MM  7.0  8.0   0.5    MM   3.2 212 1031.1    MM   6.2    MM   MM   MM    MM
2024 01 22 22 00  MM  7.0  8.0    MM    MM    MM  MM 1031.1    MM   6.3    MM   MM -0.7    MM
2024 01 22 21 50  MM  7.0  9.0   0.5     3   3.2 209 1030.9    MM   6.7    MM   MM   MM    MM
2024 01 22 21 40  MM  7.0  8.0    MM    MM    MM  MM 1030.9    MM   6.7    MM   MM   MM    MM
2024 01 22 21 30  MM  7.0  8.0    MM    MM    MM  MM 1030.9    MM   6.7    MM   MM   MM    MM
2024 01 22 21 20  MM  7.0  9.0   0.5     3   3.1 198 1030.9    MM   6.7    MM   MM   MM    MM
2024 01 22 21 10  MM  7.0  8.0   0.5    MM   3.1 198 1030.9    MM   6.7    MM   MM   MM    MM
2024 01 22 21 00  MM  6.0  7.0    MM    MM    MM  MM 1031.2    MM   6.7    MM   MM -1.3    MM
2024 01 22 20 50  MM  6.0  7.0   0.5     3   3.1 206 1031.2    MM   6.7    MM   MM   MM    MM
2024 01 22 20 40  MM  6.0  8.0    MM    MM    MM  MM 1031.1    MM   6.7    MM   MM   MM    MM
2024 01 22 20 30  MM  7.0  8.0    MM    MM    MM  MM 1031.2    MM   6.7    MM   MM   MM    MM
2024 01 22 20 20  MM  6.0  8.0   0.5     3   3.0 198 1031.4    MM   6.7    MM   MM   MM    MM
2024 01 22 20 10  MM  6.0  8.0   0.5    MM   3.0 198 1031.4    MM   6.7    MM   MM   MM    MM
2024 01 22 20 00  MM  6.0  8.0    MM    MM    MM  MM 1031.4    MM   6.7    MM   MM -1.6    MM
2024 01 22 19 50  MM  6.0  8.0   0.4     3   3.1 213 1031.7    MM   6.7    MM   MM   MM    MM
2024 01 22 19 40  MM  5.0  7.0   0.4    MM   3.1 213 1031.6    MM   6.7    MM   MM   MM    MM
2024 01 22 19 30  MM  5.0  8.0    MM    MM    MM  MM 1031.7    MM   6.7    MM   MM   MM    MM
2024 01 22 19 20  MM  6.0  8.0   0.4     3   3.0 214 1031.7    MM   6.7    MM   MM   MM    MM
2024 01 22 19 10  MM  6.0  8.0   0.4    MM   3.0 214 1031.6    MM   6.7    MM   MM   MM    MM
2024 01 22 19 00  MM  6.0  8.0    MM    MM    MM  MM 1031.8    MM   6.6    MM   MM -2.5    MM
2024 01 22 18 50  MM  6.0  8.0   0.4     3   3.0 216 1031.8    MM   6.6    MM   MM   MM    MM
2024 01 22 18 40  MM  6.0  8.0    MM    MM    MM  MM 1031.8    MM   6.6    MM   MM   MM    MM
2024 01 22 18 30  MM  6.0  8.0    MM    MM    MM  MM 1032.0    MM   6.6    MM   MM   MM    MM
2024 01 22 18 20  MM  6.0  8.0   0.3     3   3.0 225 1031.9    MM   6.6    MM   MM   MM    MM
2024 01 22 18 10  MM  6.0  7.0   0.3    MM   3.0 225 1032.2    MM   6.6    MM   MM   MM    MM
2024 01 22 18 00  MM  6.0  8.0    MM    MM    MM  MM 1032.5    MM   6.6    MM   MM -2.1    MM
2024 01 22 17 50  MM  6.0  7.0   0.3     2   2.9 267 1032.8    MM   6.6    MM   MM   MM    MM
2024 01 22 17 40  MM  6.0  8.0    MM    MM    MM  MM 1032.8    MM   6.6    MM   MM   MM    MM
2024 01 22 17 30  MM  5.0  6.0    MM    MM    MM  MM 1032.8    MM   6.6    MM   MM   MM    MM
2024 01 22 17 20  MM  4.0  6.0   0.4     3   3.0 258 1032.8    MM   6.6    MM   MM   MM    MM
2024 01 22 17 10  MM  5.0  7.0   0.4    MM   3.0 258 1032.9    MM   6.6    MM   MM   MM    MM
2024 01 22 17 00  MM  5.0  6.0    MM    MM    MM  MM 1033.0    MM   6.6    MM   MM -1.1    MM
2024 01 22 16 50  MM  5.0  6.0   0.4     3   2.9 285 1033.4    MM   6.6    MM   MM   MM    MM
2024 01 22 16 40  MM  5.0  7.0   0.4    MM   2.9 285 1033.3    MM   6.6    MM   MM   MM    MM
2024 01 22 16 30  MM  5.0  6.0    MM    MM    MM  MM 1033.6    MM   6.6    MM   MM   MM    MM
2024 01 22 16 20  MM  5.0  7.0   0.3     3   3.0 272 1033.8    MM   6.6    MM   MM   MM    MM
2024 01 22 16 10  MM  5.0  7.0    MM    MM    MM  MM 1034.0    MM   6.6    MM   MM   MM    MM
2024 01 22 16 00  MM  5.0  7.0    MM    MM    MM  MM 1034.3    MM   6.6    MM   MM +0.4    MM
2024 01 22 15 50  MM  4.0  6.0   0.3     3   2.9 303 1034.3    MM   6.6    MM   MM   MM    MM
2024 01 22 15 40  MM  4.0  6.0   0.3    MM   2.9 303 1034.3    MM   6.6    MM   MM   MM    MM
2024 01 22 15 30  MM  4.0  6.0    MM    MM    MM  MM 1034.4    MM   6.6    MM   MM   MM    MM
2024 01 22 15 20  MM  4.0  6.0   0.3     3   3.0 297 1034.5    MM   6.6    MM   MM   MM    MM
2024 01 22 15 10  MM  5.0  6.0   0.3    MM   3.0 297 1034.7    MM   6.6    MM   MM   MM    MM
2024 01 22 15 00  MM  5.0  7.0    MM    MM    MM  MM 1034.6    MM   6.6    MM   MM +0.9    MM
2024 01 22 14 50  MM  5.0  6.0   0.4     3   3.1 305 1034.7    MM   6.6    MM   MM   MM    MM
2024 01 22 14 40  MM  5.0  6.0   0.4    MM   3.1 305 1034.6    MM   6.7    MM   MM   MM    MM
2024 01 22 14 30  MM  5.0  7.0    MM    MM    MM  MM 1034.5    MM   6.7    MM   MM   MM    MM
2024 01 22 14 20  MM  5.0  7.0   0.4     3   3.0 309 1034.4    MM   6.7    MM   MM   MM    MM
2024 01 22 14 10  MM  6.0  7.0   0.4    MM   3.0 309 1034.3    MM   6.8    MM   MM   MM    MM
2024 01 22 14 00  MM  6.0  7.0    MM    MM    MM  MM 1034.1    MM   6.8    MM   MM +1.0    MM
2024 01 22 13 50  MM  5.0  7.0   0.4     3   2.9 314 1034.0    MM   6.8    MM   MM   MM    MM
2024 01 22 13 40  MM  5.0  7.0   0.4    MM   2.9 314 1033.9    MM   6.8    MM   MM   MM    MM
2024 01 22 13 30  MM  6.0  8.0    MM    MM    MM  MM 1033.9    MM   6.8    MM   MM   MM    MM
2024 01 22 13 20  MM  7.0  9.0   0.5     3   3.0 315 1034.1    MM   6.9    MM   MM   MM    MM
2024 01 22 13 10  MM  6.0  8.0   0.5    MM   3.0 315 1034.0    MM   6.9    MM   MM   MM    MM
2024 01 22 13 00  MM  6.0  8.0    MM    MM    MM  MM 1033.9    MM   6.9    MM   MM +1.1    MM
2024 01 22 12 50  MM  7.0  8.0   0.5     4   3.0 304 1033.9    MM   6.9    MM   MM   MM    MM
2024 01 22 12 40  MM  7.0  9.0   0.5    MM   3.0 304 1033.8    MM   6.9    MM   MM   MM    MM
2024 01 22 12 30  MM  6.0  8.0    MM    MM    MM  MM 1033.6    MM   7.0    MM   MM   MM    MM
2024 01 22 12 20  MM  7.0  9.0   0.4     3   3.1 309 1033.5    MM   7.0    MM   MM   MM    MM
2024 01 22 12 10  MM  7.0  9.0   0.4    MM   3.1 309 1033.6    MM   7.0    MM   MM   MM    MM
2024 01 22 12 00  MM  6.0  9.0    MM    MM    MM  MM 1033.7    MM   7.1    MM   MM +1.0    MM
2024 01 22 11 50  MM  6.0  8.0   0.5     3   3.1 311 1033.6    MM   7.0    MM   MM   MM    MM
2024 01 22 11 40  MM  6.0  8.0    MM    MM    MM  MM 1033.5    MM   7.0    MM   MM   MM    MM
2024 01 22 11 30  MM  6.0  8.0    MM    MM    MM  MM 1033.5    MM   7.0    MM   MM   MM    MM
2024 01 22 11 20  MM  5.0  7.0   0.5     4   3.2 311 1033.3    MM   7.0    MM   MM   MM    MM
2024 01 22 11 10  MM  4.0  6.0    MM    MM    MM  MM 1033.1    MM   7.0    MM   MM   MM    MM
2024 01 22 11 00  MM  4.0  6.0    MM    MM    MM  MM 1033.1    MM   7.0    MM   MM +0.8    MM
2024 01 22 10 50  MM  6.0  7.0   0.6     4   3.2 310 1033.1    MM   7.0    MM   MM   MM    MM
2024 01 22 10 40  MM  6.0  8.0    MM    MM    MM  MM 1033.0    MM   7.0    MM   MM   MM    MM
2024 01 22 10 30  MM  6.0  8.0    MM    MM    MM  MM 1032.9    MM   7.0    MM   MM   MM    MM
2024 01 22 10 20  MM  6.0  8.0   0.6     4   3.1 310 1032.9    MM   7.0    MM   MM   MM    MM
2024 01 22 10 10  MM  6.0  8.0   0.6    MM   3.1 310 1033.0    MM   7.0    MM   MM   MM    MM
2024 01 22 10 00  MM  7.0 10.0    MM    MM    MM  MM 1032.8    MM   7.0    MM   MM +0.3    MM
2024 01 22 09 50  MM  7.0 10.0   0.6     4   3.1 312 1032.6    MM   7.0    MM   MM   MM    MM
2024 01 22 09 40  MM  8.0 10.0    MM    MM    MM  MM 1032.5    MM   7.0    MM   MM   MM    MM
2024 01 22 09 30  MM  8.0 11.0    MM    MM    MM  MM 1032.4    MM   7.0    MM   MM   MM    MM
2024 01 22 09 20  MM  8.0 11.0   0.6     3   3.0 303 1032.7    MM   7.0    MM   MM   MM    MM
2024 01 22 09 10  MM  8.0 10.0    MM    MM    MM  MM 1032.7    MM   7.0    MM   MM   MM    MM
2024 01 22 09 00  MM  8.0 10.0    MM    MM    MM  MM 1032.7    MM   7.0    MM   MM -0.0    MM
2024 01 22 08 50  MM  8.0 11.0   0.5     4   3.0 308 1032.6    MM   7.0    MM   MM   MM    MM
2024 01 22 08 40  MM  8.0 11.0   0.5    MM   3.0 308 1032.6    MM   7.0    MM   MM   MM    MM
2024 01 22 08 30  MM  7.0 11.0    MM    MM    MM  MM 1032.7    MM   7.0    MM   MM   MM    MM
2024 01 22 08 20  MM  8.0 10.0   0.5     3   3.0 312 1032.5    MM   7.0    MM   MM   MM    MM
2024 01 22 08 10  MM  8.0 11.0   0.5    MM   3.0 312 1032.4    MM   6.9    MM   MM   MM    MM
2024 01 22 08 00  MM  9.0 11.0    MM    MM    MM  MM 1032.3    MM   6.9    MM   MM +0.0    MM
2024 01 22 07 50  MM  7.0 10.0   0.5     4   3.1 308 1032.5    MM   6.9    MM   MM   MM    MM
2024 01 22 07 40  MM  8.0 10.0   0.5    MM   3.1 308 1032.4    MM   6.9    MM   MM   MM    MM
2024 01 22 07 30  MM  8.0 11.0    MM    MM    MM  MM 1032.5    MM   6.9    MM   MM   MM    MM
2024 01 22 07 20  MM  7.0 10.0   0.6     4   3.1 309 1032.4    MM   6.9    MM   MM   MM    MM
2024 01 22 07 10  MM  7.0 10.0   0.6    MM   3.1 309 1032.5    MM   6.9    MM   MM   MM    MM
2024 01 22 07 00  MM  7.0  9.0    MM    MM    MM  MM 1032.5    MM   6.9    MM   MM +0.6    MM
2024 01 22 06 50  MM  8.0 10.0   0.7     4   3.2 310 1032.4    MM   6.9    MM   MM   MM    MM
2024 01 22 06 40  MM  8.0 10.0    MM    MM    MM  MM 1032.4    MM   6.9    MM   MM   MM    MM
2024 01 22 06 30  MM  8.0 10.0    MM    MM    MM  MM 1032.5    MM   6.9    MM   MM   MM    MM
2024 01 22 06 20  MM  8.0 10.0   0.8     4   3.3 310 1032.6    MM    MM    MM   MM   MM    MM
2024 01 22 06 10  MM  8.0 10.0   0.8    MM   3.3 310 1032.5    MM   6.9    MM   MM   MM    MM
2024 01 22 06 00  MM  9.0 11.0    MM    MM    MM  MM 1032.5    MM   6.9    MM   MM +1.0    MM
2024 01 22 05 50  MM  9.0 11.0   0.7     4   3.2 312 1032.3    MM   6.9    MM   MM   MM    MM
2024 01 22 05 40  MM  9.0 11.0    MM    MM    MM  MM 1032.3    MM   7.0    MM   MM   MM    MM
2024 01 22 05 30  MM  9.0 12.0    MM    MM    MM  MM 1032.2    MM   6.9    MM   MM   MM    MM
2024 01 22 05 20  MM  8.0 10.0   0.8     4   3.4 311 1032.4    MM   7.0    MM   MM   MM    MM
2024 01 22 05 10  MM  9.0 11.0   0.8    MM   3.4 311 1032.3    MM   6.9    MM   MM   MM    MM
2024 01 22 05 00  MM  9.0 11.0    MM    MM    MM  MM 1032.2    MM   7.0    MM   MM +1.6    MM
2024 01 22 04 50  MM  9.0 12.0   0.8     4   3.3 315 1032.2    MM   6.9    MM   MM   MM    MM
2024 01 22 04 40  MM  9.0 12.0   0.8    MM   3.3 315 1032.0    MM   6.9    MM   MM   MM    MM
2024 01 22 04 30  MM  9.0 11.0    MM    MM    MM  MM 1032.2    MM   6.9    MM   MM   MM    MM
2024 01 22 04 20  MM  9.0 11.0   0.8     4   3.4 313 1032.1    MM   6.9    MM   MM   MM    MM
2024 01 22 04 10  MM  9.0 12.0   0.8    MM   3.4 313 1031.9    MM   6.9    MM   MM   MM    MM
2024 01 22 04 00  MM  9.0 12.0    MM    MM    MM  MM 1031.9    MM   6.9    MM   MM +1.6    MM
2024 01 22 03 50  MM 10.0 13.0   0.9     4   3.5 308 1031.7    MM   6.9    MM   MM   MM    MM
2024 01 22 03 40  MM 10.0 12.0    MM    MM    MM  MM 1031.6    MM   6.9    MM   MM   MM    MM
2024 01 22 03 30  MM 10.0 13.0    MM    MM    MM  MM 1031.6    MM   6.8    MM   MM   MM    MM
2024 01 22 03 20  MM  9.0 12.0   0.9     4   3.4 314 1031.6    MM   6.8    MM   MM   MM    MM
2024 01 22 03 10  MM  9.0 12.0   0.9    MM   3.4 314 1031.4    MM   6.8    MM   MM   MM    MM
2024 01 22 03 00  MM  9.0 11.0    MM    MM    MM  MM 1031.5    MM   6.8    MM   MM +2.0    MM
2024 01 22 02 50  MM 10.0 13.0   0.9     4   3.5 313 1031.2    MM   6.8    MM   MM   MM    MM
2024 01 22 02 40  MM 10.0 13.0    MM    MM    MM  MM 1030.9    MM   6.8    MM   MM   MM    MM
2024 01 22 02 30  MM 11.0 14.0    MM    MM    MM  MM 1030.7    MM   6.8    MM   MM   MM    MM
2024 01 22 02 20  MM 11.0 15.0   1.0     4   3.5 317 1030.6    MM   6.9    MM   MM   MM    MM
2024 01 22 02 10  MM 11.0 13.0   1.0    MM   3.5 317 1030.8    MM   7.0    MM   MM   MM    MM
2024 01 22 02 00  MM 11.0 13.0    MM    MM    MM  MM 1030.6    MM   7.1    MM   MM +2.2    MM
2024 01 22 01 50  MM 11.0 13.0   1.0     4   3.5 315 1030.3    MM   7.1    MM   MM   MM    MM
2024 01 22 01 40  MM 11.0 14.0    MM    MM    MM  MM 1030.3    MM   7.1    MM   MM   MM    MM
2024 01 22 01 30  MM 11.0 14.0    MM    MM    MM  MM 1030.2    MM   7.1    MM   MM   MM    MM
2024 01 22 01 20  MM 11.0 14.0   1.2     4   3.7 316 1030.1    MM   7.1    MM   MM   MM    MM
2024 01 22 01 10  MM 11.0 14.0   1.2    MM   3.7 316 1030.2    MM   7.1    MM   MM   MM    MM
2024 01 22 01 00  MM 11.0 14.0    MM    MM    MM  MM 1030.3    MM   7.1    MM   MM +2.5    MM
2024 01 22 00 50  MM 12.0 15.0   1.1     4   3.7 308 1030.2    MM   7.1    MM   MM   MM    MM
2024 01 22 00 40  MM 12.0 15.0    MM    MM    MM  MM 1030.0    MM    MM    MM   MM   MM    MM
2024 01 22 00 30  MM 12.0 15.0    MM    MM    MM  MM 1030.1    MM   7.2    MM   MM   MM    MM
2024 01 22 00 20  MM 13.0 16.0   1.1     4   3.7 310 1029.8    MM   7.2    MM   MM   MM    MM
2024 01 22 00 10  MM 12.0 16.0   1.1    MM   3.7 310 1029.8    MM   7.2    MM   MM   MM    MM
2024 01 22 00 00  MM 13.0 17.0    MM    MM    MM  MM 1029.5    MM   7.2    MM   MM +3.0    MM
2024 01 21 23 50  MM 13.0 16.0   1.1     5   3.7 310 1029.3    MM   7.2    MM   MM   MM    MM
2024 01 21 23 40  MM 12.0 17.0    MM    MM    MM  MM 1029.0    MM   7.2    MM   MM   MM    MM
2024 01 21 23 20  MM 12.0 15.0   1.2     4   3.7 304 1028.7    MM   7.2    MM   MM   MM    MM
2024 01 21 23 10  MM 12.0 14.0   1.2    MM   3.7 304 1028.6    MM   7.3    MM   MM   MM    MM
2024 01 21 23 00  MM 13.0 15.0    MM    MM    MM  MM 1028.4    MM   7.2    MM   MM +2.7    MM
2024 01 21 22 50  MM 12.0 15.0   1.1     4   3.8 306 1028.1    MM   7.3    MM   MM   MM    MM
2024 01 21 22 40  MM 12.0 16.0   1.1    MM   3.8 306 1028.2    MM   7.3    MM   MM   MM    MM
2024 01 21 22 30  MM 12.0 14.0    MM    MM    MM  MM 1028.1    MM   7.3    MM   MM   MM    MM
2024 01 21 22 20  MM 11.0 14.0   1.2     5   3.9 297 1027.9    MM   7.3    MM   MM   MM    MM
2024 01 21 22 10  MM 11.0 14.0   1.2    MM   3.9 297 1028.0    MM   7.3    MM   MM   MM    MM
2024 01 21 22 00  MM 11.0 14.0    MM    MM    MM  MM 1027.8    MM   7.3    MM   MM +2.3    MM
2024 01 21 21 50  MM 12.0 15.0   1.1     5   3.8 298 1027.6    MM   7.3    MM   MM   MM    MM
2024 01 21 21 40  MM 12.0 15.0   1.1    MM   3.8 298 1027.4    MM   7.3    MM   MM   MM    MM
2024 01 21 21 30  MM 12.0 15.0    MM    MM    MM  MM 1027.3    MM   7.3    MM   MM   MM    MM
2024 01 21 21 20  MM 11.0 15.0   1.1     4   3.8 301 1027.2    MM   7.3    MM   MM   MM    MM
2024 01 21 21 10  MM 12.0 15.0    MM    MM    MM  MM 1026.8    MM   7.3    MM   MM   MM    MM
2024 01 21 21 00  MM 12.0 16.0    MM    MM    MM  MM 1026.5    MM   7.4    MM   MM +1.5    MM
2024 01 21 20 50  MM 11.0 14.0   1.1     4   3.7 296 1026.5    MM   7.4    MM   MM   MM    MM
2024 01 21 20 40  MM 12.0 15.0   1.1    MM   3.7 296 1026.4    MM   7.3    MM   MM   MM    MM
2024 01 21 20 30  MM 12.0 15.0    MM    MM    MM  MM 1026.2    MM   7.3    MM   MM   MM    MM
2024 01 21 20 20  MM 11.0 14.0   0.9     4   3.6 301 1026.1    MM   7.3    MM   MM   MM    MM
2024 01 21 20 10  MM 10.0 13.0   0.9    MM   3.6 301 1026.0    MM   7.3    MM   MM   MM    MM
2024 01 21 20 00  MM 11.0 14.0    MM    MM    MM  MM 1025.7    MM   7.3    MM   MM -0.0    MM
2024 01 21 19 50  MM 10.0 13.0   1.0     4   3.6 305 1025.8    MM   7.3    MM   MM   MM    MM
2024 01 21 19 40  MM 11.0 14.0   1.0    MM   3.6 305 1025.7    MM   7.3    MM   MM   MM    MM
2024 01 21 19 30  MM 11.0 14.0    MM    MM    MM  MM 1025.7    MM   7.3    MM   MM   MM    MM
2024 01 21 19 20  MM 12.0 15.0   1.0     4   3.7 307 1025.6    MM   7.3    MM   MM   MM    MM
2024 01 21 19 10  MM 12.0 15.0   1.0    MM   3.7 307 1025.4    MM   7.3    MM   MM   MM    MM
2024 01 21 19 00  MM 11.0 15.0    MM    MM    MM  MM 1025.5    MM   7.3    MM   MM -0.8    MM
2024 01 21 18 50  MM 11.0 14.0   1.1     4   3.7 309 1025.5    MM   7.3    MM   MM   MM    MM
2024 01 21 18 40  MM 11.0 14.0    MM    MM    MM  MM 1025.4    MM   7.3    MM   MM   MM    MM
2024 01 21 18 30  MM 11.0 14.0    MM    MM    MM  MM 1025.2    MM   7.3    MM   MM   MM    MM
2024 01 21 18 20  MM 11.0 14.0   1.2     5   3.9 309 1025.1    MM   7.3    MM   MM   MM    MM
2024 01 21 18 10  MM 12.0 15.0   1.2    MM   3.9 309 1025.1    MM   7.3    MM   MM   MM    MM
2024 01 21 18 00  MM 12.0 15.0    MM    MM    MM  MM 1025.0    MM   7.3    MM   MM -1.0    MM
